source_key,raga,title,artist,performance_type,link,score,score_hits,rights_status,license_type,download_url,notes
yt_todi_playlist_w_16QyWA08A,todi,"Raag Todi Dhrupad Ayush Dwivedi at Sangeetshri Festival Arizona USA , Aditya Deep - Pakhawaj",,,https://www.youtube.com/watch?v=w_16QyWA08A,5,"+raag, +dhrupad, +festival",reference_only,unknown,,
yt_todi_playlist_2z-2bxJFhNo,todi,Pt. Rajendra Kulkarni Plays raag Miyan ki todi on Bansuri,,,https://www.youtube.com/watch?v=2z-2bxJFhNo,4,"+raag, +bansuri",reference_only,unknown,,
yt_todi_playlist_NsOWJJPOwqs,todi,First Time Ever - Sitar / Tabla by One Artist - Ustad Shafaat Khan - Miya Ki Todi,,,https://www.youtube.com/watch?v=NsOWJJPOwqs,4,"+sitar, +tabla, +ustad",reference_only,unknown,,
yt_todi_playlist_SrYVJixaPjs,todi,Pt. Vijay Koparkar - Raag Miyan ki Todi and Semi-classical Compositions,,,https://www.youtube.com/watch?v=SrYVJixaPjs,4,"+raag, +classical",reference_only,unknown,,
yt_todi_playlist_gtcL2YtjW2Y,todi,Raag Miya ki Todi(A.I.R. Recording) on sitar by Shri Chandrashekhar Phanse,,,https://www.youtube.com/watch?v=gtcL2YtjW2Y,4,"+raag, +sitar",reference_only,unknown,,
yt_todi_playlist_Kp5kjKmbPu0,todi,1986 - Akashvani Sangeet Sammelan II L. K. Pandit II Vocal II Raga - Todi,,,https://www.youtube.com/watch?v=Kp5kjKmbPu0,3,"+raga, +pandit",reference_only,unknown,,
yt_todi_playlist_wjk4IqVjWQo,todi,Ustad Habib Khan - Raag Miyan Ki Todi (Track 05) Evening Light ALBUM,,,https://www.youtube.com/watch?v=wjk4IqVjWQo,3,"+raag, +ustad",reference_only,unknown,,
yt_todi_playlist_eP9IvJfFNWc,todi,Ustad F. Wasifuddin Dagar - Manqabat in Raga Miyan Ki Todi,,,https://www.youtube.com/watch?v=eP9IvJfFNWc,3,"+raga, +ustad",reference_only,unknown,,
yt_todi_playlist_CNUFAXNQNDY,todi,Vidushi Sandhya Mukherjee || Raag Miyan ki Todi || AIR recording || Rare recording,,,https://www.youtube.com/watch?v=CNUFAXNQNDY,3,"+raag, +vidushi",reference_only,unknown,,
yt_todi_playlist__Z0ACF9igBo,todi,Pt Jitendra Abhisheki Raga Todi Drut compositions & tarana,,,https://www.youtube.com/watch?v=_Z0ACF9igBo,3,"+raga, +drut",reference_only,unknown,,
yt_todi_playlist_hvPAEMdAwLc,todi,Ustad Rashid Khan  Raga Todi,,,https://www.youtube.com/watch?v=hvPAEMdAwLc,3,"+raga, +ustad",reference_only,unknown,,
yt_todi_playlist_blcHMlID-xE,todi,"Priya Purushothaman - Raag Miyan ki Todi, Vilambit",,,https://www.youtube.com/watch?v=blcHMlID-xE,3,"+raag, +vilambit",reference_only,unknown,,
yt_todi_playlist_cmLT96KyJcc,todi,Priya Purushothaman - Raag Miyan ki Todi Drut and Tarana,,,https://www.youtube.com/watch?v=cmLT96KyJcc,3,"+raag, +drut",reference_only,unknown,,
yt_todi_playlist_OW9-wFsUOQQ,todi,"Pandit Bhimsen Joshi Raag Todi,change nainawa & bhavaanee jagata jananee",,,https://www.youtube.com/watch?v=OW9-wFsUOQQ,3,"+raag, +pandit",reference_only,unknown,,
yt_todi_playlist_kh7UmzRQbow,todi,Vidushi Manik Varma    (1926 - 1996 )     -   Raag   Todi,,,https://www.youtube.com/watch?v=kh7UmzRQbow,3,"+raag, +vidushi",reference_only,unknown,,
yt_todi_playlist_kug-hdkgKhM,todi,Ustad Bade Ghulam Ali Khan  - Raga Miyan Ki Todi,,,https://www.youtube.com/watch?v=kug-hdkgKhM,3,"+raga, +ustad",reference_only,unknown,,
yt_todi_playlist_uxOzqxWbsQM,todi,Ustad Sharafat Hussain Khan Raag Todi,,,https://www.youtube.com/watch?v=uxOzqxWbsQM,3,"+raag, +ustad",reference_only,unknown,,
yt_todi_playlist_Ffnwnt6lI4I,todi,Ustad Vilayat Khan: Raga Todi,,,https://www.youtube.com/watch?v=Ffnwnt6lI4I,3,"+raga, +ustad",reference_only,unknown,,
yt_todi_playlist_Y4RjVIi2sLc,todi,Ustad Vilayat Khan: Raga Mian Ki Todi (part 1),,,https://www.youtube.com/watch?v=Y4RjVIi2sLc,3,"+raga, +ustad",reference_only,unknown,,
yt_todi_playlist_FEphzoPpvRw,todi,Raga Miya Ki Todi - Vilambit Teentaal,,,https://www.youtube.com/watch?v=FEphzoPpvRw,3,"+raga, +vilambit",reference_only,unknown,,
yt_todi_playlist_yi1bne8kV6s,todi,Brajeswar Mukherjee | Vocal | Raga Todi | Music Conference 2017,,,https://www.youtube.com/watch?v=yi1bne8kV6s,2,+raga,reference_only,unknown,,
yt_todi_playlist_plYJ9u72zt0,todi,Bhavani Jagat Janani - Raag Miyan Ki Todi - S.Aishwarya & S.Saundarya,,,https://www.youtube.com/watch?v=plYJ9u72zt0,2,+raag,reference_only,unknown,,
yt_todi_playlist_v1BL1C50fQo,todi,Raga Miyan Ki Todi - Ektala,,,https://www.youtube.com/watch?v=v1BL1C50fQo,2,+raga,reference_only,unknown,,
yt_todi_playlist_hRryAZ5S4J8,todi,Sharan Rani - Raag Miyan Ki Todi,,,https://www.youtube.com/watch?v=hRryAZ5S4J8,2,+raag,reference_only,unknown,,
yt_todi_playlist_fme6p3d4dw8,todi,Zakir Hussain  ~ Raga Mian Ki Todi: Gat in Teentaal,,,https://www.youtube.com/watch?v=fme6p3d4dw8,2,+raga,reference_only,unknown,,
yt_todi_playlist_4q71TUnUIec,todi,Alliance Francaise Hyderabad Concert - Esraj Recital - Raag Miyan Ki Todi by Alexandre Jurain,,,https://www.youtube.com/watch?v=4q71TUnUIec,2,+raag,reference_only,unknown,,
yt_todi_playlist_RcRXDDpAruU,todi,Raga Todi,,,https://www.youtube.com/watch?v=RcRXDDpAruU,2,+raga,reference_only,unknown,,
yt_todi_playlist_k9Dx6YEkUWw,todi,Diabetes - Todi - Sitar,,,https://www.youtube.com/watch?v=k9Dx6YEkUWw,2,+sitar,reference_only,unknown,,
yt_todi_playlist_2kDGixbahuw,todi,1959 - Akashvani Sangeet Sammelan II Manik Verma II Raga - Todi,,,https://www.youtube.com/watch?v=2kDGixbahuw,2,+raga,reference_only,unknown,,
yt_todi_playlist_64wfMQl1U2k,todi,Raag Miyan Ki Todi,,,https://www.youtube.com/watch?v=64wfMQl1U2k,2,+raag,reference_only,unknown,,
yt_todi_playlist_c7T4bDt3_2U,todi,|| Raga Todi || Sawani Mudgal || Laagi re,,,https://www.youtube.com/watch?v=c7T4bDt3_2U,2,+raga,reference_only,unknown,,
yt_todi_playlist_7W1Pb6n7mkg,todi,Raag Todi - Akbar Ali Khan,,,https://www.youtube.com/watch?v=7W1Pb6n7mkg,2,+raag,reference_only,unknown,,
yt_todi_playlist_9EkzcYrwDJs,todi,Ustad Vilayat Khan - Live Miyan ki Todi 2 - Gat,,,https://www.youtube.com/watch?v=9EkzcYrwDJs,2,"+ustad, +live",reference_only,unknown,,
yt_todi_playlist_PPzHkinut4k,todi,Vilayat Khan - Raag Miyan Ki Todi,,,https://www.youtube.com/watch?v=PPzHkinut4k,2,+raag,reference_only,unknown,,
yt_todi_playlist_jXevl9sHueU,todi,Raag Miyan Ki Todi,,,https://www.youtube.com/watch?v=jXevl9sHueU,2,+raag,reference_only,unknown,,
yt_todi_playlist_rvwdBq6Tyh4,todi,Ali Akbar Khan - Raag Miyan Ki Todi,,,https://www.youtube.com/watch?v=rvwdBq6Tyh4,2,+raag,reference_only,unknown,,
yt_todi_playlist_Sqj1wIZ0j2M,todi,"Sh. Vasantrao Deshpande, Raag Todi",,,https://www.youtube.com/watch?v=Sqj1wIZ0j2M,2,+raag,reference_only,unknown,,
yt_todi_playlist_mT20Sdfunhw,todi,MIYA KI TODI 3    UT  RAIS KHAN,,,https://www.youtube.com/watch?v=mT20Sdfunhw,0,,reference_only,unknown,,
yt_todi_playlist_ih5A8z3ABOI,todi,UT  RAIS KHAN SAHAB   MIYA KI TODI,,,https://www.youtube.com/watch?v=ih5A8z3ABOI,0,,reference_only,unknown,,
yt_todi_playlist_ptRiplX0hOo,todi,Dr.Vinayak Sharma | Miyan Ki Todi | UOR official page | 21 06 2020,,,https://www.youtube.com/watch?v=ptRiplX0hOo,0,,reference_only,unknown,,
yt_todi_playlist_OKU96LdjrLE,todi,Soulful Rendition of Miyaki Todi and Gaud Sarang on Surbahar| Sri Souravbrata Chakraborty | SASHRUTA,,,https://www.youtube.com/watch?v=OKU96LdjrLE,0,,reference_only,unknown,,
yt_todi_playlist_ptRiplX0hOo,todi,Dr.Vinayak Sharma | Miyan Ki Todi | UOR official page | 21 06 2020,,,https://www.youtube.com/watch?v=ptRiplX0hOo,0,,reference_only,unknown,,
yt_todi_playlist_ih5A8z3ABOI,todi,UT  RAIS KHAN SAHAB   MIYA KI TODI,,,https://www.youtube.com/watch?v=ih5A8z3ABOI,0,,reference_only,unknown,,
yt_todi_playlist_mT20Sdfunhw,todi,MIYA KI TODI 3    UT  RAIS KHAN,,,https://www.youtube.com/watch?v=mT20Sdfunhw,0,,reference_only,unknown,,
yt_todi_playlist_rohRoU1uZ4w,todi,[Private video],,,https://www.youtube.com/watch?v=rohRoU1uZ4w,0,,reference_only,unknown,,
yt_todi_playlist_qKgYkTIAp9k,todi,"Ali Akbar Khan, Miyan Ki Todi",,,https://www.youtube.com/watch?v=qKgYkTIAp9k,0,,reference_only,unknown,,
yt_yaman_bestof_Sya-B2DBOwo,yaman,"Raga Yaman - Vilambit in Ektaal, Drut in Teentaal| Ustad Rashid Khan | Official Audio",,,https://www.youtube.com/watch?v=Sya-B2DBOwo,5,"+raga, +vilambit, +drut, +ustad",reference_only,unknown,,
yt_yaman_bestof_9mkRcwwZ6GM,yaman,Raag  Yaman | Moods Of Krishna (Indian Classical Instrumental) Ajay Prasanna,,,https://www.youtube.com/watch?v=9mkRcwwZ6GM,4,"+raag, +classical",reference_only,unknown,,
yt_yaman_bestof_FIudr8h-WmQ,yaman,Raag Yaman | सखी ए री याली पिया बिन -  Pandit  Rajan Sajan Mishra,,,https://www.youtube.com/watch?v=FIudr8h-WmQ,3,"+raag, +pandit",reference_only,unknown,,
yt_yaman_bestof_Dy3cnSKtgcA,yaman,Raga Yaman Kalyan | Ravi Shankar And Alla Rakha | Music Festival From India 1974 | Remastered HD,,,https://www.youtube.com/watch?v=Dy3cnSKtgcA,3,"+raga, +festival",reference_only,unknown,,
yt_yaman_bestof_u4reR-6Ta2A,yaman,Mharo Pranam by Kishori Amonkar- Raag Yaman Kalyan,,,https://www.youtube.com/watch?v=u4reR-6Ta2A,2,+raag,reference_only,unknown,,
yt_yaman_bestof_CpEFP0Ws8Y8,yaman,Raag Yaman by Kishori Amonkar,,,https://www.youtube.com/watch?v=CpEFP0Ws8Y8,2,+raag,reference_only,unknown,,
yt_yaman_bestof_e8aG2xNEcNs,yaman,Kaushiki Chakraborty || Raag Yaman ||,,,https://www.youtube.com/watch?v=e8aG2xNEcNs,2,+raag,reference_only,unknown,,
yt_yaman_bestof_VL629ZvgdfQ,yaman,Sanjeev Abhyankar | Raag Yaman | Shadaj | 2018,,,https://www.youtube.com/watch?v=VL629ZvgdfQ,2,+raag,reference_only,unknown,,
yt_yaman_bestof_XO9Bh2HzHvo,yaman,Raag YamanKalyan by Pt. Ulhas Kashalkar,,,https://www.youtube.com/watch?v=XO9Bh2HzHvo,2,+raag,reference_only,unknown,,
yt_yaman_bestof_dxv5U0F0nzw,yaman,Mehdi Hassan Live...Ranjish Hi Sahi (Very Rare Version),,,https://www.youtube.com/watch?v=dxv5U0F0nzw,1,+live,reference_only,unknown,,
yt_yaman_bestof_12bm7kxRqoo,yaman,Eree aali piyabin_Abida Parveen_Raag Yaman,,,https://www.youtube.com/watch?v=12bm7kxRqoo,0,,reference_only,unknown,,
yt_yaman_bestof_FQOGWitvUbw,yaman,Ehsan Tera Hoga Mujh Par with Lyrics | एहसान तेरा होगा मुझ पर के बोल | Mohammed Rafi,,,https://www.youtube.com/watch?v=FQOGWitvUbw,0,,reference_only,unknown,,
yt_yaman_bestof_Qyj8QF5-6Fs,yaman,Voyager's Golden Record: Jaat Kahan Ho by Surshri Kesar Bai Kerkar,,,https://www.youtube.com/watch?v=Qyj8QF5-6Fs,0,,reference_only,unknown,,
yt_yaman_bestof_utcDd13hz4g,yaman,Happiness - De-stress & Relaxing Music 24/7 - Meditative Music - Rakesh Chaurasia & Sunil Das,,,https://www.youtube.com/watch?v=utcDd13hz4g,0,,reference_only,unknown,,
yt_yaman_bestof_gfDf-IrA5oQ,yaman,Agar Mujhse Mohabbat Hai (HD) - Aap Ki Parchhaiyan Song - Dharmendra - Supriya Choudhury,,,https://www.youtube.com/watch?v=gfDf-IrA5oQ,-1,-1song,reference_only,unknown,,
yt_yaman_bestof_vbvu_TAJabY,yaman,Raag Yaman Kalyan Jugalbandi I राग यमन I Javed Ali I Pt Ronu Majumdar I Raag Based Bollywood Songs,,,https://www.youtube.com/watch?v=vbvu_TAJabY,-2,"+raag, -1songs, -3bollywood",reference_only,unknown,,
